"","REF_DATE","GEO","Income source","Statistics","UOM","SCALAR_FACTOR","VALUE"
"4076",2003,"Newfoundland and Labrador","Investment income","Aggregate income","2021 constant dollars","millions",43.5833333333333
"4077",2003,"Newfoundland and Labrador","Investment income","Average income (excluding zeros)","2021 constant dollars","units",1691.66666666667
"4078",2003,"Newfoundland and Labrador","Investment income","Median income (excluding zeros)","2021 constant dollars","units",397.777777777778
"4079",2003,"Newfoundland and Labrador","Investment income","Number of persons","Number","thousands",90.0833333333333
"4080",2003,"Newfoundland and Labrador","Investment income","Number with income","Number","thousands",16.7936507936508
"4081",2003,"Newfoundland and Labrador","Market income","Aggregate income","2021 constant dollars","millions",2363.41666666667
"4082",2003,"Newfoundland and Labrador","Market income","Average income (excluding zeros)","2021 constant dollars","units",30916.6666666667
"4083",2003,"Newfoundland and Labrador","Market income","Median income (excluding zeros)","2021 constant dollars","units",23370.8333333333
"4084",2003,"Newfoundland and Labrador","Market income","Number of persons","Number","thousands",90.0833333333333
"4085",2003,"Newfoundland and Labrador","Market income","Number with income","Number","thousands",69.7916666666667
"4086",2003,"Newfoundland and Labrador","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",337.333333333333
"4087",2003,"Newfoundland and Labrador","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",9555.55555555555
"4088",2003,"Newfoundland and Labrador","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",9577.77777777778
"4089",2003,"Newfoundland and Labrador","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",90.0833333333333
"4090",2003,"Newfoundland and Labrador","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",32.2777777777778
"4091",2003,"Newfoundland and Labrador","Other government transfers","Aggregate income","2021 constant dollars","millions",43.9027777777778
"4092",2003,"Newfoundland and Labrador","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",1115.27777777778
"4093",2003,"Newfoundland and Labrador","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",541.666666666667
"4094",2003,"Newfoundland and Labrador","Other government transfers","Number of persons","Number","thousands",90.0833333333333
"4095",2003,"Newfoundland and Labrador","Other government transfers","Number with income","Number","thousands",37.2083333333333
"4096",2003,"Newfoundland and Labrador","Other income","Aggregate income","2021 constant dollars","millions",72.8444444444444
"4097",2003,"Newfoundland and Labrador","Other income","Average income (excluding zeros)","2021 constant dollars","units",5263.33333333333
"4098",2003,"Newfoundland and Labrador","Other income","Median income (excluding zeros)","2021 constant dollars","units",2044.44444444444
"4099",2003,"Newfoundland and Labrador","Other income","Number of persons","Number","thousands",90.0833333333333
"4100",2003,"Newfoundland and Labrador","Other income","Number with income","Number","thousands",10.6611111111111
"4101",2003,"Newfoundland and Labrador","Retirement income","Aggregate income","2021 constant dollars","millions",375.111111111111
"4102",2003,"Newfoundland and Labrador","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",21300
"4103",2003,"Newfoundland and Labrador","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",17205.5555555556
"4104",2003,"Newfoundland and Labrador","Retirement income","Number of persons","Number","thousands",90.0833333333333
"4105",2003,"Newfoundland and Labrador","Retirement income","Number with income","Number","thousands",17.8888888888889
"4106",2003,"Newfoundland and Labrador","Self-employment income","Aggregate income","2021 constant dollars","millions",198.888888888889
"4107",2003,"Newfoundland and Labrador","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",13286.1111111111
"4108",2003,"Newfoundland and Labrador","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",10341.6666666667
"4109",2003,"Newfoundland and Labrador","Self-employment income","Number of persons","Number","thousands",90.0833333333333
"4110",2003,"Newfoundland and Labrador","Self-employment income","Number with income","Number","thousands",12.9444444444444
"4111",2003,"Newfoundland and Labrador","Social assistance","Aggregate income","2021 constant dollars","millions",108.555555555556
"4112",2003,"Newfoundland and Labrador","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",8522.22222222222
"4113",2003,"Newfoundland and Labrador","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",8875
"4114",2003,"Newfoundland and Labrador","Social assistance","Number of persons","Number","thousands",90.0833333333333
"4115",2003,"Newfoundland and Labrador","Social assistance","Number with income","Number","thousands",12.3611111111111
"4116",2003,"Newfoundland and Labrador","Total income","Aggregate income","2021 constant dollars","millions",2995.375
"4117",2003,"Newfoundland and Labrador","Total income","Average income (excluding zeros)","2021 constant dollars","units",33125
"4118",2003,"Newfoundland and Labrador","Total income","Median income (excluding zeros)","2021 constant dollars","units",26583.3333333333
"4119",2003,"Newfoundland and Labrador","Total income","Number of persons","Number","thousands",90.0833333333333
"4120",2003,"Newfoundland and Labrador","Total income","Number with income","Number","thousands",86.2083333333333
"4121",2003,"Newfoundland and Labrador","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",2308.28571428571
"4122",2003,"Newfoundland and Labrador","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",34304.7619047619
"4123",2003,"Newfoundland and Labrador","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",26600
"4124",2003,"Newfoundland and Labrador","Wages, salaries and commissions","Number of persons","Number","thousands",90.0833333333333
"4125",2003,"Newfoundland and Labrador","Wages, salaries and commissions","Number with income","Number","thousands",64.2857142857143
"4126",2003,"Nova Scotia","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",349.877777777778
"4127",2003,"Nova Scotia","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",7908.88888888889
"4128",2003,"Nova Scotia","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",7842.22222222222
"4129",2003,"Nova Scotia","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",157.166666666667
"4130",2003,"Nova Scotia","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",45.1111111111111
"4131",2003,"Nova Scotia","Child benefits","Aggregate income","2021 constant dollars","millions",120.333333333333
"4132",2003,"Nova Scotia","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",3383.33333333333
"4133",2003,"Nova Scotia","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",3038.88888888889
"4134",2003,"Nova Scotia","Child benefits","Number of persons","Number","thousands",157.166666666667
"4135",2003,"Nova Scotia","Child benefits","Number with income","Number","thousands",34.4444444444444
"4136",2003,"Nova Scotia","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",207.333333333333
"4137",2003,"Nova Scotia","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",7666.66666666667
"4138",2003,"Nova Scotia","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",5998.4126984127
"4139",2003,"Nova Scotia","Employment Insurance (EI) benefits","Number of persons","Number","thousands",157.166666666667
"4140",2003,"Nova Scotia","Employment Insurance (EI) benefits","Number with income","Number","thousands",26.8571428571429
"4141",2003,"Nova Scotia","Employment income","Aggregate income","2021 constant dollars","millions",4601.45833333333
"4142",2003,"Nova Scotia","Employment income","Average income (excluding zeros)","2021 constant dollars","units",34825
"4143",2003,"Nova Scotia","Employment income","Median income (excluding zeros)","2021 constant dollars","units",30185.7142857143
"4144",2003,"Nova Scotia","Employment income","Number of persons","Number","thousands",157.166666666667
"4145",2003,"Nova Scotia","Employment income","Number with income","Number","thousands",112.666666666667
"4146",2003,"Nova Scotia","Government transfers","Aggregate income","2021 constant dollars","millions",829
"4147",2003,"Nova Scotia","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",7458.33333333333
"4148",2003,"Nova Scotia","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",6120.83333333333
"4149",2003,"Nova Scotia","Government transfers","Number of persons","Number","thousands",157.166666666667
"4150",2003,"Nova Scotia","Government transfers","Number with income","Number","thousands",104.166666666667
"4151",2003,"Nova Scotia","Investment income","Aggregate income","2021 constant dollars","millions",267.494444444444
"4152",2003,"Nova Scotia","Investment income","Average income (excluding zeros)","2021 constant dollars","units",4156.66666666667
"4153",2003,"Nova Scotia","Investment income","Median income (excluding zeros)","2021 constant dollars","units",533.333333333333
"4154",2003,"Nova Scotia","Investment income","Number of persons","Number","thousands",157.166666666667
"4155",2003,"Nova Scotia","Investment income","Number with income","Number","thousands",38.8809523809524
"4156",2003,"Nova Scotia","Market income","Aggregate income","2021 constant dollars","millions",5119.875
"4157",2003,"Nova Scotia","Market income","Average income (excluding zeros)","2021 constant dollars","units",36412.5
"4158",2003,"Nova Scotia","Market income","Median income (excluding zeros)","2021 constant dollars","units",29183.3333333333
"4159",2003,"Nova Scotia","Market income","Number of persons","Number","thousands",157.166666666667
"4160",2003,"Nova Scotia","Market income","Number with income","Number","thousands",133.125
"4161",2003,"Nova Scotia","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",565.277777777778
"4162",2003,"Nova Scotia","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",8227.77777777778
"4163",2003,"Nova Scotia","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",6888.88888888889
"4164",2003,"Nova Scotia","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",157.166666666667
"4165",2003,"Nova Scotia","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",62.0555555555556
"4166",2003,"Nova Scotia","Other government transfers","Aggregate income","2021 constant dollars","millions",62.125
"4167",2003,"Nova Scotia","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",987.5
"4168",2003,"Nova Scotia","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",475
"4169",2003,"Nova Scotia","Other government transfers","Number of persons","Number","thousands",157.166666666667
"4170",2003,"Nova Scotia","Other government transfers","Number with income","Number","thousands",64.9166666666667
"4171",2003,"Nova Scotia","Other income","Aggregate income","2021 constant dollars","millions",150.638888888889
"4172",2003,"Nova Scotia","Other income","Average income (excluding zeros)","2021 constant dollars","units",6259.72222222222
"4173",2003,"Nova Scotia","Other income","Median income (excluding zeros)","2021 constant dollars","units",2922.22222222222
"4174",2003,"Nova Scotia","Other income","Number of persons","Number","thousands",157.166666666667
"4175",2003,"Nova Scotia","Other income","Number with income","Number","thousands",21.7666666666667
"4176",2003,"Nova Scotia","Retirement income","Aggregate income","2021 constant dollars","millions",851.644444444444
"4177",2003,"Nova Scotia","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",23262.2222222222
"4178",2003,"Nova Scotia","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",19782.2222222222
"4179",2003,"Nova Scotia","Retirement income","Number of persons","Number","thousands",157.166666666667
"4180",2003,"Nova Scotia","Retirement income","Number with income","Number","thousands",37.8
"4181",2003,"Nova Scotia","Self-employment income","Aggregate income","2021 constant dollars","millions",371.044444444444
"4182",2003,"Nova Scotia","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",14691.6666666667
"4183",2003,"Nova Scotia","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",7812.5
"4184",2003,"Nova Scotia","Self-employment income","Number of persons","Number","thousands",157.166666666667
"4185",2003,"Nova Scotia","Self-employment income","Number with income","Number","thousands",16.6468253968254
"4186",2003,"Nova Scotia","Social assistance","Aggregate income","2021 constant dollars","millions",94.3111111111111
"4187",2003,"Nova Scotia","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",6873.33333333333
"4188",2003,"Nova Scotia","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",6466.66666666667
"4189",2003,"Nova Scotia","Social assistance","Number of persons","Number","thousands",157.166666666667
"4190",2003,"Nova Scotia","Social assistance","Number with income","Number","thousands",13.7666666666667
"4191",2003,"Nova Scotia","Total income","Aggregate income","2021 constant dollars","millions",5948.79166666667
"4192",2003,"Nova Scotia","Total income","Average income (excluding zeros)","2021 constant dollars","units",37716.6666666667
"4193",2003,"Nova Scotia","Total income","Median income (excluding zeros)","2021 constant dollars","units",30525
"4194",2003,"Nova Scotia","Total income","Number of persons","Number","thousands",157.166666666667
"4195",2003,"Nova Scotia","Total income","Number with income","Number","thousands",151.958333333333
"4196",2003,"Nova Scotia","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",4785.90476190476
"4197",2003,"Nova Scotia","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",37838.6904761905
"4198",2003,"Nova Scotia","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",31957.1428571429
"4199",2003,"Nova Scotia","Wages, salaries and commissions","Number of persons","Number","thousands",157.166666666667
"4200",2003,"Nova Scotia","Wages, salaries and commissions","Number with income","Number","thousands",108.279761904762
"4201",2003,"Ontario","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",3144.88888888889
"4202",2003,"Ontario","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",7938.09523809524
"4203",2003,"Ontario","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",8034.92063492064
"4204",2003,"Ontario","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",2065.58333333333
"4205",2003,"Ontario","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",377.293650793651
"4206",2003,"Ontario","Child benefits","Aggregate income","2021 constant dollars","millions",1065.59523809524
"4207",2003,"Ontario","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",2916.66666666667
"4208",2003,"Ontario","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",2361.11111111111
"4209",2003,"Ontario","Child benefits","Number of persons","Number","thousands",2065.58333333333
"4210",2003,"Ontario","Child benefits","Number with income","Number","thousands",340.809523809524
"4211",2003,"Ontario","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",1454.375
"4212",2003,"Ontario","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",6872.61904761905
"4213",2003,"Ontario","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",5477.97619047619
"4214",2003,"Ontario","Employment Insurance (EI) benefits","Number of persons","Number","thousands",2065.58333333333
"4215",2003,"Ontario","Employment Insurance (EI) benefits","Number with income","Number","thousands",194.857142857143
"4216",2003,"Ontario","Employment income","Aggregate income","2021 constant dollars","millions",81264.2083333333
"4217",2003,"Ontario","Employment income","Average income (excluding zeros)","2021 constant dollars","units",45729.1666666667
"4218",2003,"Ontario","Employment income","Median income (excluding zeros)","2021 constant dollars","units",38606.5476190476
"4219",2003,"Ontario","Employment income","Number of persons","Number","thousands",2065.58333333333
"4220",2003,"Ontario","Employment income","Number with income","Number","thousands",1552.79166666667
"4221",2003,"Ontario","Government transfers","Aggregate income","2021 constant dollars","millions",9066.79166666667
"4222",2003,"Ontario","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",6904.16666666667
"4223",2003,"Ontario","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",4445.83333333333
"4224",2003,"Ontario","Government transfers","Number of persons","Number","thousands",2065.58333333333
"4225",2003,"Ontario","Government transfers","Number with income","Number","thousands",1232.91666666667
"4226",2003,"Ontario","Investment income","Aggregate income","2021 constant dollars","millions",3331.80952380952
"4227",2003,"Ontario","Investment income","Average income (excluding zeros)","2021 constant dollars","units",4017.46031746032
"4228",2003,"Ontario","Investment income","Median income (excluding zeros)","2021 constant dollars","units",566.666666666667
"4229",2003,"Ontario","Investment income","Number of persons","Number","thousands",2065.58333333333
"4230",2003,"Ontario","Investment income","Number with income","Number","thousands",652.791666666667
"4231",2003,"Ontario","Market income","Aggregate income","2021 constant dollars","millions",91214.5
"4232",2003,"Ontario","Market income","Average income (excluding zeros)","2021 constant dollars","units",46983.3333333333
"4233",2003,"Ontario","Market income","Median income (excluding zeros)","2021 constant dollars","units",36787.5
"4234",2003,"Ontario","Market income","Number of persons","Number","thousands",2065.58333333333
"4235",2003,"Ontario","Market income","Number with income","Number","thousands",1820.33333333333
"4236",2003,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",5793.44444444444
"4237",2003,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",7483.33333333333
"4238",2003,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",7155.55555555556
"4239",2003,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",2065.58333333333
"4240",2003,"Ontario","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",700.333333333333
"4241",2003,"Ontario","Other government transfers","Aggregate income","2021 constant dollars","millions",1068
"4242",2003,"Ontario","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",1433.33333333333
"4243",2003,"Ontario","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",658.333333333333
"4244",2003,"Ontario","Other government transfers","Number of persons","Number","thousands",2065.58333333333
"4245",2003,"Ontario","Other government transfers","Number with income","Number","thousands",807.041666666667
"4246",2003,"Ontario","Other income","Aggregate income","2021 constant dollars","millions",1799.91666666667
"4247",2003,"Ontario","Other income","Average income (excluding zeros)","2021 constant dollars","units",6708.33333333333
"4248",2003,"Ontario","Other income","Median income (excluding zeros)","2021 constant dollars","units",1947.61904761905
"4249",2003,"Ontario","Other income","Number of persons","Number","thousands",2065.58333333333
"4250",2003,"Ontario","Other income","Number with income","Number","thousands",262.5
"4251",2003,"Ontario","Retirement income","Aggregate income","2021 constant dollars","millions",8538.66666666667
"4252",2003,"Ontario","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",24833.3333333333
"4253",2003,"Ontario","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",20500
"4254",2003,"Ontario","Retirement income","Number of persons","Number","thousands",2065.58333333333
"4255",2003,"Ontario","Retirement income","Number with income","Number","thousands",350.866666666667
"4256",2003,"Ontario","Self-employment income","Aggregate income","2021 constant dollars","millions",10520.7777777778
"4257",2003,"Ontario","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",31461.1111111111
"4258",2003,"Ontario","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",13177.7777777778
"4259",2003,"Ontario","Self-employment income","Number of persons","Number","thousands",2065.58333333333
"4260",2003,"Ontario","Self-employment income","Number with income","Number","thousands",257.797619047619
"4261",2003,"Ontario","Social assistance","Aggregate income","2021 constant dollars","millions",1103.93452380952
"4262",2003,"Ontario","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",9904.7619047619
"4263",2003,"Ontario","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",10395.8333333333
"4264",2003,"Ontario","Social assistance","Number of persons","Number","thousands",2065.58333333333
"4265",2003,"Ontario","Social assistance","Number with income","Number","thousands",107.636904761905
"4266",2003,"Ontario","Total income","Aggregate income","2021 constant dollars","millions",100281.416666667
"4267",2003,"Ontario","Total income","Average income (excluding zeros)","2021 constant dollars","units",47812.5
"4268",2003,"Ontario","Total income","Median income (excluding zeros)","2021 constant dollars","units",37858.3333333333
"4269",2003,"Ontario","Total income","Number of persons","Number","thousands",2065.58333333333
"4270",2003,"Ontario","Total income","Number with income","Number","thousands",2005.875
"4271",2003,"Ontario","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",73265.4166666667
"4272",2003,"Ontario","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",46366.6666666667
"4273",2003,"Ontario","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",42228.5714285714
"4274",2003,"Ontario","Wages, salaries and commissions","Number of persons","Number","thousands",2065.58333333333
"4275",2003,"Ontario","Wages, salaries and commissions","Number with income","Number","thousands",1398.75
"4276",2003,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Aggregate income","2021 constant dollars","millions",72.3333333333333
"4277",2003,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Average income (excluding zeros)","2021 constant dollars","units",6722.22222222222
"4278",2003,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Median income (excluding zeros)","2021 constant dollars","units",6900
"4279",2003,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number of persons","Number","thousands",23
"4280",2003,"Prince Edward Island","Canada Pension Plan (CPP) and Quebec Pension Plan (QPP) benefits","Number with income","Number","thousands",10.7777777777778
"4281",2003,"Prince Edward Island","Child benefits","Aggregate income","2021 constant dollars","millions",28.2
"4282",2003,"Prince Edward Island","Child benefits","Average income (excluding zeros)","2021 constant dollars","units",2940
"4283",2003,"Prince Edward Island","Child benefits","Median income (excluding zeros)","2021 constant dollars","units",2350
"4284",2003,"Prince Edward Island","Child benefits","Number of persons","Number","thousands",23
"4285",2003,"Prince Edward Island","Child benefits","Number with income","Number","thousands",9.3
"4286",2003,"Prince Edward Island","Employment Insurance (EI) benefits","Aggregate income","2021 constant dollars","millions",70.3238095238095
"4287",2003,"Prince Edward Island","Employment Insurance (EI) benefits","Average income (excluding zeros)","2021 constant dollars","units",8796.19047619048
"4288",2003,"Prince Edward Island","Employment Insurance (EI) benefits","Median income (excluding zeros)","2021 constant dollars","units",8062.85714285714
"4289",2003,"Prince Edward Island","Employment Insurance (EI) benefits","Number of persons","Number","thousands",23
"4290",2003,"Prince Edward Island","Employment Insurance (EI) benefits","Number with income","Number","thousands",7.82857142857143
"4291",2003,"Prince Edward Island","Employment income","Aggregate income","2021 constant dollars","millions",661.52380952381
"4292",2003,"Prince Edward Island","Employment income","Average income (excluding zeros)","2021 constant dollars","units",31138.6904761905
"4293",2003,"Prince Edward Island","Employment income","Median income (excluding zeros)","2021 constant dollars","units",25923.0158730159
"4294",2003,"Prince Edward Island","Employment income","Number of persons","Number","thousands",23
"4295",2003,"Prince Edward Island","Employment income","Number with income","Number","thousands",18.452380952381
"4296",2003,"Prince Edward Island","Government transfers","Aggregate income","2021 constant dollars","millions",142.041666666667
"4297",2003,"Prince Edward Island","Government transfers","Average income (excluding zeros)","2021 constant dollars","units",8441.66666666667
"4298",2003,"Prince Edward Island","Government transfers","Median income (excluding zeros)","2021 constant dollars","units",7798.61111111111
"4299",2003,"Prince Edward Island","Government transfers","Number of persons","Number","thousands",23
"4300",2003,"Prince Edward Island","Government transfers","Number with income","Number","thousands",15.9583333333333
"4301",2003,"Prince Edward Island","Investment income","Aggregate income","2021 constant dollars","millions",25.5
"4302",2003,"Prince Edward Island","Investment income","Average income (excluding zeros)","2021 constant dollars","units",3027.77777777778
"4303",2003,"Prince Edward Island","Investment income","Median income (excluding zeros)","2021 constant dollars","units",791.666666666667
"4304",2003,"Prince Edward Island","Investment income","Number of persons","Number","thousands",23
"4305",2003,"Prince Edward Island","Investment income","Number with income","Number","thousands",6.8015873015873
"4306",2003,"Prince Edward Island","Market income","Aggregate income","2021 constant dollars","millions",665.375
"4307",2003,"Prince Edward Island","Market income","Average income (excluding zeros)","2021 constant dollars","units",31479.1666666667
"4308",2003,"Prince Edward Island","Market income","Median income (excluding zeros)","2021 constant dollars","units",24829.1666666667
"4309",2003,"Prince Edward Island","Market income","Number of persons","Number","thousands",23
"4310",2003,"Prince Edward Island","Market income","Number with income","Number","thousands",20.4166666666667
"4311",2003,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Aggregate income","2021 constant dollars","millions",113.333333333333
"4312",2003,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Average income (excluding zeros)","2021 constant dollars","units",9483.33333333333
"4313",2003,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Median income (excluding zeros)","2021 constant dollars","units",8283.33333333333
"4314",2003,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number of persons","Number","thousands",23
"4315",2003,"Prince Edward Island","Old Age Security (OAS) and Guaranteed Income Supplement (GIS)","Number with income","Number","thousands",11.8333333333333
"4316",2003,"Prince Edward Island","Other government transfers","Aggregate income","2021 constant dollars","millions",7.55555555555556
"4317",2003,"Prince Edward Island","Other government transfers","Average income (excluding zeros)","2021 constant dollars","units",708.730158730159
"4318",2003,"Prince Edward Island","Other government transfers","Median income (excluding zeros)","2021 constant dollars","units",475
"4319",2003,"Prince Edward Island","Other government transfers","Number of persons","Number","thousands",23
"4320",2003,"Prince Edward Island","Other government transfers","Number with income","Number","thousands",8.70833333333333
"4321",2003,"Prince Edward Island","Other income","Aggregate income","2021 constant dollars","millions",32.8888888888889
"4322",2003,"Prince Edward Island","Other income","Average income (excluding zeros)","2021 constant dollars","units",6766.66666666667
"4323",2003,"Prince Edward Island","Other income","Median income (excluding zeros)","2021 constant dollars","units",2975
"4324",2003,"Prince Edward Island","Other income","Number of persons","Number","thousands",23
"4325",2003,"Prince Edward Island","Other income","Number with income","Number","thousands",3.77777777777778
"4326",2003,"Prince Edward Island","Retirement income","Aggregate income","2021 constant dollars","millions",120.388888888889
"4327",2003,"Prince Edward Island","Retirement income","Average income (excluding zeros)","2021 constant dollars","units",22444.4444444444
"4328",2003,"Prince Edward Island","Retirement income","Median income (excluding zeros)","2021 constant dollars","units",18277.7777777778
"4329",2003,"Prince Edward Island","Retirement income","Number of persons","Number","thousands",23
"4330",2003,"Prince Edward Island","Retirement income","Number with income","Number","thousands",5.88888888888889
"4331",2003,"Prince Edward Island","Self-employment income","Aggregate income","2021 constant dollars","millions",144
"4332",2003,"Prince Edward Island","Self-employment income","Average income (excluding zeros)","2021 constant dollars","units",22831.1111111111
"4333",2003,"Prince Edward Island","Self-employment income","Median income (excluding zeros)","2021 constant dollars","units",15194.4444444444
"4334",2003,"Prince Edward Island","Self-employment income","Number of persons","Number","thousands",23
"4335",2003,"Prince Edward Island","Self-employment income","Number with income","Number","thousands",5.33333333333333
"4336",2003,"Prince Edward Island","Social assistance","Aggregate income","2021 constant dollars","millions",19.75
"4337",2003,"Prince Edward Island","Social assistance","Average income (excluding zeros)","2021 constant dollars","units",5400
"4338",2003,"Prince Edward Island","Social assistance","Median income (excluding zeros)","2021 constant dollars","units",3850
"4339",2003,"Prince Edward Island","Social assistance","Number of persons","Number","thousands",23
"4340",2003,"Prince Edward Island","Social assistance","Number with income","Number","thousands",3.75
"4341",2003,"Prince Edward Island","Total income","Aggregate income","2021 constant dollars","millions",807.666666666667
"4342",2003,"Prince Edward Island","Total income","Average income (excluding zeros)","2021 constant dollars","units",35325
"4343",2003,"Prince Edward Island","Total income","Median income (excluding zeros)","2021 constant dollars","units",29512.5
"4344",2003,"Prince Edward Island","Total income","Number of persons","Number","thousands",23
"4345",2003,"Prince Edward Island","Total income","Number with income","Number","thousands",22.3333333333333
"4346",2003,"Prince Edward Island","Wages, salaries and commissions","Aggregate income","2021 constant dollars","millions",567.619047619048
"4347",2003,"Prince Edward Island","Wages, salaries and commissions","Average income (excluding zeros)","2021 constant dollars","units",31004.7619047619
"4348",2003,"Prince Edward Island","Wages, salaries and commissions","Median income (excluding zeros)","2021 constant dollars","units",26058.7301587302
"4349",2003,"Prince Edward Island","Wages, salaries and commissions","Number of persons","Number","thousands",23
